schemaVersion,recordType,source,content,collectedAt
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/wenge-research/YAYI2'}","{'entityName': 'wenge-research', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.925907
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/the-akira/Computer-Science-Resources'}","{'entityName': 'the-akira', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.925916
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/arxhr007/Aliens_eye'}","{'entityName': 'arxhr007', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.925924
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/saharmor/dalle-playground'}","{'entityName': 'saharmor', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.925932
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/devflowinc/trieve'}","{'entityName': 'devflowinc', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.925941
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/microsoft/pai'}","{'entityName': 'microsoft', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.925949
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/hora-search/hora'}","{'entityName': 'hora-search', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.925957
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/audiolm-pytorch'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.925967
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/big-sleep'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.925976
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/robert-mcdermott/ai-knowledge-graph'}","{'entityName': 'robert-mcdermott', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.925983
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/deeplearning4j/deeplearning4j-examples'}","{'entityName': 'deeplearning4j', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.925989
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/friuns2/Leaked-GPTs'}","{'entityName': 'friuns2', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.925995
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lgsvl/simulator'}","{'entityName': 'lgsvl', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926000
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/b7leung/MLE-Flashcards'}","{'entityName': 'b7leung', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926005
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/dickreuter/Poker'}","{'entityName': 'dickreuter', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926010
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/sindresorhus/awesome-whisper'}","{'entityName': 'sindresorhus', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926019
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/cogentapps/chat-with-gpt'}","{'entityName': 'cogentapps', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926030
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/theJayTea/WritingTools'}","{'entityName': 'theJayTea', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926038
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/boost-devs/ai-tech-interview'}","{'entityName': 'boost-devs', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926047
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/OAID/TengineKit'}","{'entityName': 'OAID', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926055
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/Honlan/DeepInterests'}","{'entityName': 'Honlan', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926063
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/trekhleb/nano-neuron'}","{'entityName': 'trekhleb', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926069
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/chiphuyen/lazynlp'}","{'entityName': 'chiphuyen', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926074
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/fairlearn/fairlearn'}","{'entityName': 'fairlearn', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926079
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/ombharatiya/ai-system-design-guide'}","{'entityName': 'ombharatiya', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926087
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/neonwatty/machine-learning-refined'}","{'entityName': 'neonwatty', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926095
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/TuringLang/Turing.jl'}","{'entityName': 'TuringLang', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926101
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/louisfb01/Best_AI_paper_2020'}","{'entityName': 'louisfb01', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926106
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/TommyLemon/APIAuto'}","{'entityName': 'TommyLemon', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926112
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/lion-pytorch'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926119
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/reformer-pytorch'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926125
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/pretzelai/pretzelai'}","{'entityName': 'pretzelai', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926130
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/LMD0311/Awesome-World-Model'}","{'entityName': 'LMD0311', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926137
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/cerlymarco/MEDIUM_NoteBook'}","{'entityName': 'cerlymarco', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926142
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/prabhuomkar/pytorch-cpp'}","{'entityName': 'prabhuomkar', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926148
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/jingyaogong/minimind-o'}","{'entityName': 'jingyaogong', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926154
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/SharifiZarchi/Introduction_to_Machine_Learning'}","{'entityName': 'SharifiZarchi', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926162
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/archinetai/audio-diffusion-pytorch'}","{'entityName': 'archinetai', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926171
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/facebookresearch/ELF'}","{'entityName': 'facebookresearch', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926179
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/OpenAutoCoder/Agentless'}","{'entityName': 'OpenAutoCoder', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926187
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/eloialonso/diamond'}","{'entityName': 'eloialonso', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926195
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/toolformer-pytorch'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926211
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/KudoAI/chatgpt.js'}","{'entityName': 'KudoAI', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926217
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/roboterax/humanoid-gym'}","{'entityName': 'roboterax', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926222
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/Cloud-CV/EvalAI'}","{'entityName': 'Cloud-CV', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926228
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/jiqizhixin/Artificial-Intelligence-Terminology-Database'}","{'entityName': 'jiqizhixin', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926233
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/BlazingDB/blazingsql'}","{'entityName': 'BlazingDB', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926239
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/youngfish42/Awesome-FL'}","{'entityName': 'youngfish42', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926244
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/patterns-ai-core/langchainrb'}","{'entityName': 'patterns-ai-core', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926251
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/make-a-video-pytorch'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926257
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/titans-pytorch'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926262
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/toutiaoio/weekly.manong.io'}","{'entityName': 'toutiaoio', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926268
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/Andrew-Jang/RAGHub'}","{'entityName': 'Andrew-Jang', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926273
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/VivekPa/AIAlpha'}","{'entityName': 'VivekPa', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926279
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/gigagan-pytorch'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926284
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/kyegomez/BitNet'}","{'entityName': 'kyegomez', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926289
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/feathr-ai/feathr'}","{'entityName': 'feathr-ai', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926297
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/mrsaeeddev/free-ai-resources'}","{'entityName': 'mrsaeeddev', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926303
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/archinetai/audio-ai-timeline'}","{'entityName': 'archinetai', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926309
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/leofan90/Awesome-World-Models'}","{'entityName': 'leofan90', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926314
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/melih-unsal/DemoGPT'}","{'entityName': 'melih-unsal', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926319
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/jiesutd/NCRFpp'}","{'entityName': 'jiesutd', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926323
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/byol-pytorch'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926328
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/MrNothing/AI-Blocks'}","{'entityName': 'MrNothing', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926333
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/szczyglis-dev/py-gpt'}","{'entityName': 'szczyglis-dev', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926340
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/nlpodyssey/spago'}","{'entityName': 'nlpodyssey', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926345
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/Kav-K/GPTDiscord'}","{'entityName': 'Kav-K', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926350
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/ssusnic/Machine-Learning-Flappy-Bird'}","{'entityName': 'ssusnic', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926356
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/camoverride/lit'}","{'entityName': 'camoverride', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926365
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/AlibabaResearch/AdvancedLiterateMachinery'}","{'entityName': 'AlibabaResearch', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926372
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/asavinov/intelligent-trading-bot'}","{'entityName': 'asavinov', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926381
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/trekhleb/machine-learning-experiments'}","{'entityName': 'trekhleb', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926388
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/helallao/perplexity-ai'}","{'entityName': 'helallao', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926395
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/Trusted-AI/AIX360'}","{'entityName': 'Trusted-AI', 'data': {'employeeCount': None}}",2026-07-20T09:33:17.926401
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/chynl/snake'}","{'entityName': 'chynl', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237725
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/mbadry1/Top-Deep-Learning'}","{'entityName': 'mbadry1', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237737
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/starpig1129/DATAGEN'}","{'entityName': 'starpig1129', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237741
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/neuml/paperai'}","{'entityName': 'neuml', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237745
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/allenai/ai2thor'}","{'entityName': 'allenai', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237749
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/zslucky/awesome-AI-books'}","{'entityName': 'zslucky', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237752
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/supervc-stack/VectorChord'}","{'entityName': 'supervc-stack', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237756
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/TimefoldAI/timefold-solver'}","{'entityName': 'TimefoldAI', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237760
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/datawhalechina/key-book'}","{'entityName': 'datawhalechina', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237764
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/neomatrix369/awesome-ai-ml-dl'}","{'entityName': 'neomatrix369', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237767
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/adobe/antialiased-cnns'}","{'entityName': 'adobe', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237771
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/jiachenli94/Awesome-Interaction-Aware-Trajectory-Prediction'}","{'entityName': 'jiachenli94', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237775
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/lightweight-gan'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237779
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/zwang4/awesome-machine-learning-in-compilers'}","{'entityName': 'zwang4', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237782
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/alphafold3-pytorch'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237789
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/ClimbsRocks/auto_ml'}","{'entityName': 'ClimbsRocks', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237793
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/invictus717/MetaTransformer'}","{'entityName': 'invictus717', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237796
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/autonomio/talos'}","{'entityName': 'autonomio', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237800
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/alphafold2'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237803
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/joaomilho/Enterprise'}","{'entityName': 'joaomilho', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237806
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/middlewarehq/middleware'}","{'entityName': 'middlewarehq', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237810
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/benthecoder/yt-channels-DS-AI-ML-CS'}","{'entityName': 'benthecoder', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237813
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/pixeltable/pixeltable'}","{'entityName': 'pixeltable', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237817
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/csinva/imodels'}","{'entityName': 'csinva', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237820
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/fedden/poker_ai'}","{'entityName': 'fedden', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237824
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucaswalter/n8n-ai-automations'}","{'entityName': 'lucaswalter', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237827
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/Farama-Foundation/ChatArena'}","{'entityName': 'Farama-Foundation', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237831
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/steven-jianhao-li/zotero-AI-Butler'}","{'entityName': 'steven-jianhao-li', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237834
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/soundstorm-pytorch'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237837
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/GDQuest/godot-steering-ai-framework'}","{'entityName': 'GDQuest', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237841
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/lambda-networks'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237845
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/Mirascope/mirascope'}","{'entityName': 'Mirascope', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237849
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/sangyx/deep-finance'}","{'entityName': 'sangyx', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237852
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/nivu/ai_all_resources'}","{'entityName': 'nivu', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237855
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/sepandhaghighi/pycm'}","{'entityName': 'sepandhaghighi', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237860
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/jgravelle/AutoGroq'}","{'entityName': 'jgravelle', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237864
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/activeloopai/hivemind'}","{'entityName': 'activeloopai', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237867
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/OpenRaiser/NanoResearch'}","{'entityName': 'OpenRaiser', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237870
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/tphakala/birdnet-go'}","{'entityName': 'tphakala', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237873
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/code-kern-ai/refinery'}","{'entityName': 'code-kern-ai', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237876
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/caramaschiHG/awesome-ai-agents-2026'}","{'entityName': 'caramaschiHG', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237879
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/elicit/machine-learning-list'}","{'entityName': 'elicit', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237882
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/MLReef/mlreef'}","{'entityName': 'MLReef', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237887
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/microsoft/NeuronBlocks'}","{'entityName': 'microsoft', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237890
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/codota/tabnine-vscode'}","{'entityName': 'codota', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237894
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/alexsosn/iOS_ML'}","{'entityName': 'alexsosn', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237898
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/andyzeng/tsdf-fusion-python'}","{'entityName': 'andyzeng', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237901
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/KaiyangZhou/Dassl.pytorch'}","{'entityName': 'KaiyangZhou', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237904
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/BilalReffas/EmojiIntelligence'}","{'entityName': 'BilalReffas', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237907
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/aeon-toolkit/aeon'}","{'entityName': 'aeon-toolkit', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237910
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/semantica-agi/semantica'}","{'entityName': 'semantica-agi', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237914
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/obsei/obsei'}","{'entityName': 'obsei', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237917
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/self-rewarding-lm-pytorch'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237920
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/DragonComputer/Dragonfire'}","{'entityName': 'DragonComputer', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237924
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/jiep/offensive-ai-compilation'}","{'entityName': 'jiep', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237927
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/fegennari/3DWorld'}","{'entityName': 'fegennari', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237931
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/opendilab/DI-star'}","{'entityName': 'opendilab', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237934
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/felladrin/awesome-ai-web-search'}","{'entityName': 'felladrin', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237937
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/video-diffusion-pytorch'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237942
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/transfusion-pytorch'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237945
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/nlkitai/nlux'}","{'entityName': 'nlkitai', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237948
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/giacomelli/GeneticSharp'}","{'entityName': 'giacomelli', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237952
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/ImprintLab/MedSegDiff'}","{'entityName': 'ImprintLab', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237956
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/tum-pbs/pbdl-book'}","{'entityName': 'tum-pbs', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237959
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/huggingface/finetrainers'}","{'entityName': 'huggingface', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237962
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/loganthorneloe/ai-for-software-engineers'}","{'entityName': 'loganthorneloe', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237966
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/VersusControl/devops-ai-guidelines'}","{'entityName': 'VersusControl', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237970
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/lucidrains/naturalspeech2-pytorch'}","{'entityName': 'lucidrains', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237974
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/alexa-pi/AlexaPi'}","{'entityName': 'alexa-pi', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237977
1.0,STARTUP,"{'name': 'GitHub', 'url': 'https://github.com/aitorzip/PyTorch-CycleGAN'}","{'entityName': 'aitorzip', 'data': {'employeeCount': None}}",2026-07-20T09:33:20.237980
